2,-7,-25,1.85,2.2,45,-0.0365328,-0.063,-0.0354225,-0.041087
13,-9,-25,1.85,2.2,80,0.328023,0.1925,-0.0913538,-0.110833
7,-2,-21,1.85,2.2,28,0.0794444,0.063,-0.0577445,-0.07
6,-5,-15,1.85,2.2,45,-0.376765,0.385,-0.0617742,-0.0816667
3,-16,-16,1.85,2.2,67,-0.0404209,-0.0511538,-0.0404209,-0.0511538
14,-10,-14,1.85,2.2,46,0.360581,0.21,-0.49473,5.19019e+06
14,-3,-22,1.85,2.2,61,0.0579508,0.0540909,-0.121345,-0.1575
14,-6,-22,1.85,2.2,35,0.103293,0.0875,-0.121345,-0.1575
15,-11,-14,1.85,2.2,76,0.393139,0.2275,-1.11794,1.015
6,-12,-20,1.85,2.2,74,-0.0720064,-0.105,-0.0533281,-0.065
4,-16,-22,1.85,2.2,71,-0.0458664,-0.0583333,-0.0425819,-0.0505556
5,-7,-23,1.85,2.2,57,-0.0922727,-0.21,-0.0461083,-0.0544444
14,-5,-16,1.85,2.2,61,0.083951,0.0738889,-0.255909,-0.525
11,-3,-13,1.85,2.2,33,0.0691463,0.06125,-0.201364,-0.42
2,-9,-14,1.85,2.2,79,-0.0361864,-0.055,-0.0357581,-0.0466667
13,-14,-21,1.85,2.2,78,-0.30886,-0.944999,-0.114239,-0.14875
5,-17,-18,1.85,2.2,30,-0.0509206,-0.0641667,-0.0498485,-0.0619231
11,-4,-24,1.85,2.2,36,0.0893689,0.075,-0.0781313,-0.0942308
2,-12,-12,1.85,2.2,27,-0.0358861,-0.049,-0.0358861,-0.049
6,-7,-18,1.85,2.2,53,-0.13693,-0.455,-0.0559747,-0.07
